기간,Brent
18년01월30일,69.02
18년01월31일,69.05
18년02월01일,69.65
18년02월02일,68.58
18년02월05일,67.62
18년02월06일,66.86
18년02월07일,65.51
18년02월08일,64.81
18년02월09일,62.79
18년02월12일,62.59
18년02월13일,62.72
18년02월14일,64.36
18년02월15일,64.33
18년02월16일,64.84
18년02월19일,65.67
18년02월20일,65.25
18년02월21일,65.42
18년02월22일,66.39
18년02월23일,67.31
18년02월26일,67.5
18년02월27일,66.63
18년02월28일,65.78
18년03월01일,63.83
18년03월02일,64.37
18년03월05일,65.54
18년03월06일,65.79
18년03월07일,64.34
18년03월08일,63.61
18년03월09일,65.49
18년03월12일,64.95
18년03월13일,64.64
18년03월14일,64.89
18년03월15일,65.12
18년03월16일,66.21
18년03월19일,66.05
18년03월20일,67.42
18년03월21일,69.47
18년03월22일,68.91
18년03월23일,70.45
18년03월26일,70.12
18년03월27일,70.11
18년03월28일,69.53
18년03월29일,70.27
18년04월02일,67.64
18년04월03일,68.12
18년04월04일,68.02
18년04월05일,68.33
18년04월06일,67.11
18년04월09일,68.65
18년04월10일,71.04
18년04월11일,72.06
18년04월12일,72.02
18년04월13일,72.58
18년04월16일,71.42
18년04월17일,71.58
18년04월18일,73.48
18년04월19일,73.78
18년04월20일,74.06
18년04월23일,74.71
18년04월24일,73.86
18년04월25일,74
18년04월26일,74.74
18년04월27일,74.64
18년04월30일,75.17
18년05월01일,73.13
18년05월02일,73.36
18년05월03일,73.62
18년05월04일,74.87
18년05월07일,76.17
18년05월08일,74.85
18년05월09일,77.21
18년05월10일,77.47
18년05월11일,77.12
18년05월14일,78.23
18년05월15일,78.43
18년05월16일,79.28
18년05월17일,79.3
18년05월18일,78.51
18년05월21일,79.22
18년05월22일,79.57
18년05월23일,79.8
18년05월24일,78.79
18년05월25일,76.44
18년05월28일,75.3
18년05월29일,75.39
18년05월30일,77.5
18년05월31일,77.59
18년06월01일,76.79
18년06월04일,75.29
18년06월05일,75.38
18년06월06일,75.36
18년06월07일,77.32
18년06월08일,76.46
18년06월11일,76.46
18년06월12일,75.88
18년06월13일,76.74
18년06월14일,75.94
18년06월15일,73.44
18년06월18일,75.34
18년06월19일,75.08
18년06월20일,74.74
18년06월21일,73.05
18년06월22일,75.55
18년06월25일,74.73
18년06월26일,76.31
18년06월27일,77.62
18년06월28일,77.85
18년06월29일,79.44
18년07월02일,77.3
18년07월03일,77.76
18년07월04일,78.24
18년07월05일,77.39
18년07월06일,77.11
18년07월09일,78.07
18년07월10일,78.86
18년07월11일,73.4
18년07월12일,74.45
18년07월13일,75.33
18년07월16일,71.84
18년07월17일,72.16
18년07월18일,72.9
18년07월19일,72.58
18년07월20일,73.07
18년07월23일,73.06
18년07월24일,73.44
18년07월25일,73.93
18년07월26일,74.54
18년07월27일,74.29
18년07월30일,74.97
18년07월31일,74.25
18년08월01일,72.39
18년08월02일,73.45
18년08월03일,73.21
18년08월06일,73.75
18년08월07일,74.65
18년08월08일,72.28
18년08월09일,72.07
18년08월10일,72.81
18년08월13일,72.61
18년08월14일,72.46
18년08월15일,70.76
18년08월16일,71.43
18년08월17일,71.83
18년08월20일,72.21
18년08월21일,72.63
18년08월22일,74.78
18년08월23일,74.73
18년08월24일,75.82
18년08월27일,76.21
18년08월28일,75.95
18년08월29일,77.14
18년08월30일,77.77
18년08월31일,77.42
18년09월03일,78.15
18년09월04일,78.17
18년09월05일,77.27
18년09월06일,76.5
18년09월07일,76.83
18년09월10일,77.37
18년09월11일,79.06
18년09월12일,79.74
18년09월13일,78.18
18년09월14일,78.09
18년09월17일,78.05
18년09월18일,79.03
18년09월19일,79.4
18년09월20일,78.7
18년09월21일,78.8
18년09월24일,81.2
18년09월25일,81.87
18년09월26일,81.34
18년09월27일,81.72
18년09월28일,82.72
18년10월01일,84.98
18년10월02일,84.8
18년10월03일,86.29
18년10월04일,84.58
18년10월05일,84.16
18년10월08일,83.91
18년10월09일,85
18년10월10일,83.09
18년10월11일,80.26
18년10월12일,80.43
18년10월15일,80.78
18년10월16일,81.41
18년10월17일,80.05
18년10월18일,79.29
18년10월19일,79.78
18년10월22일,79.83
18년10월23일,76.44
18년10월24일,76.17
18년10월25일,76.89
18년10월26일,77.62
18년10월29일,77.34
18년10월30일,75.91
18년10월31일,75.47
18년11월01일,72.89
18년11월02일,72.83
18년11월05일,73.17
18년11월06일,72.13
18년11월07일,72.07
18년11월08일,70.65
18년11월09일,70.18
18년11월12일,70.12
18년11월13일,65.47
18년11월14일,66.12
18년11월15일,66.62
18년11월16일,66.76
18년11월19일,66.79
18년11월20일,62.53
18년11월21일,63.48
18년11월22일,62.6
18년11월23일,58.8
18년11월26일,60.48
18년11월27일,60.21
18년11월28일,58.76
18년11월29일,59.51
18년11월30일,58.71
18년12월03일,61.69
18년12월04일,62.08
18년12월05일,61.56
18년12월06일,60.06
18년12월07일,61.67
18년12월10일,59.97
18년12월11일,60.2
18년12월12일,60.15
18년12월13일,61.45
18년12월14일,60.28
18년12월17일,59.61
18년12월18일,56.26
18년12월19일,57.24
18년12월20일,54.35
18년12월21일,53.82
18년12월24일,50.47
18년12월26일,54.47
18년12월27일,52.16
18년12월28일,52.2
18년12월31일,53.8
19년01월02일,54.91
19년01월03일,55.95
19년01월04일,57.06
19년01월07일,57.33
19년01월08일,58.72
19년01월09일,61.44
19년01월10일,61.68
19년01월11일,60.48
19년01월14일,58.99
19년01월15일,60.64
19년01월16일,61.32
19년01월17일,61.18
19년01월18일,62.7
19년01월21일,62.74
19년01월22일,61.5
19년01월23일,61.14
19년01월24일,61.09
19년01월25일,61.64
19년01월28일,59.93
19년01월29일,61.32
19년01월30일,61.65
19년01월31일,61.89
19년02월01일,62.75
19년02월04일,62.51
19년02월05일,61.98
19년02월06일,62.69
19년02월07일,61.63
19년02월08일,62.1
19년02월11일,61.51
19년02월12일,62.42
19년02월13일,63.61
19년02월14일,64.57
19년02월15일,66.25
19년02월18일,66.5
19년02월19일,66.45
19년02월20일,67.08
19년02월21일,67.07
19년02월22일,67.12
19년02월25일,64.76
19년02월26일,65.21
19년02월27일,66.39
19년02월28일,66.03
19년03월01일,65.07
19년03월04일,65.67
19년03월05일,65.86
19년03월06일,65.99
19년03월07일,66.3
19년03월08일,65.74
19년03월11일,66.58
19년03월12일,66.67
19년03월13일,67.55
19년03월14일,67.23
19년03월15일,67.16
19년03월18일,67.54
19년03월19일,67.61
19년03월20일,68.5
19년03월21일,67.86
19년03월22일,67.03
19년03월25일,67.21
19년03월26일,67.97
19년03월27일,67.83
19년03월28일,67.82
19년03월29일,68.39
19년04월01일,69.01
19년04월02일,69.37
19년04월03일,69.31
19년04월04일,69.4
19년04월05일,70.34
19년04월08일,71.1
19년04월09일,70.61
19년04월10일,71.73
19년04월11일,70.83
19년04월12일,71.55
19년04월15일,71.18
19년04월16일,71.72
19년04월17일,71.62
19년04월18일,71.97
19년04월22일,74.04
19년04월23일,74.51
19년04월24일,74.57
19년04월25일,74.35
19년04월26일,72.15
19년04월29일,72.04
19년04월30일,72.8
19년05월01일,72.18
19년05월02일,70.75
19년05월03일,70.85
19년05월06일,71.24
19년05월07일,69.88
19년05월08일,70.37
19년05월09일,70.39
19년05월10일,70.62
19년05월13일,70.23
19년05월14일,71.24
19년05월15일,71.77
19년05월16일,72.62
19년05월17일,72.21
19년05월20일,71.97
19년05월21일,72.18
19년05월22일,70.99
19년05월23일,67.76
19년05월24일,68.69
19년05월27일,70.11
19년05월28일,70.11
19년05월29일,69.45
19년05월30일,66.87
19년05월31일,64.49
19년06월03일,61.28
19년06월04일,61.97
19년06월05일,60.63
19년06월06일,61.67
19년06월07일,63.29
19년06월10일,62.29
19년06월11일,62.29
19년06월12일,59.97
19년06월13일,61.31
19년06월14일,62.01
19년06월17일,60.94
19년06월18일,62.14
19년06월19일,61.82
19년06월20일,64.45
19년06월21일,65.2
19년06월24일,64.86
19년06월25일,65.05
19년06월26일,66.49
19년06월27일,66.55
19년06월28일,66.55
19년07월01일,65.06
19년07월02일,62.4
19년07월03일,63.82
19년07월04일,63.3
19년07월05일,64.23
19년07월08일,64.11
19년07월09일,64.16
19년07월10일,67.01
19년07월11일,66.52
19년07월12일,66.72
19년07월15일,66.48
19년07월16일,64.35
19년07월17일,63.66
19년07월18일,61.93
19년07월19일,62.47
19년07월22일,63.26
19년07월23일,63.83
19년07월24일,63.18
19년07월25일,63.39
19년07월26일,63.46
19년07월29일,63.71
19년07월30일,64.72
19년07월31일,65.17
19년08월01일,60.5
19년08월02일,61.89
19년08월05일,59.81
19년08월06일,58.94
19년08월07일,56.23
19년08월08일,57.38
19년08월09일,58.53
19년08월12일,58.57
19년08월13일,61.3
19년08월14일,59.48
19년08월15일,58.23
19년08월16일,58.64
19년08월19일,59.74
19년08월20일,60.03
19년08월21일,60.3
19년08월22일,59.92
19년08월23일,59.34
19년08월26일,58.7
19년08월27일,59.51
19년08월28일,60.49
19년08월29일,61.08
19년08월30일,60.43
19년09월02일,58.66
19년09월03일,58.26
19년09월04일,60.7
19년09월05일,60.95
19년09월06일,61.54
19년09월09일,62.59
19년09월10일,62.38
19년09월11일,60.81
19년09월12일,60.38
19년09월13일,60.22
19년09월16일,69.02
19년09월17일,64.55
19년09월18일,63.6
19년09월19일,64.4
19년09월20일,64.28
19년09월23일,64.77
19년09월24일,63.1
19년09월25일,62.39
19년09월26일,62.74
19년09월27일,61.91
19년09월30일,60.78
19년10월01일,58.89
19년10월02일,57.69
19년10월03일,57.71
19년10월04일,58.37
19년10월07일,58.35
19년10월08일,58.24
19년10월09일,58.32
19년10월10일,59.1
19년10월11일,60.51
19년10월14일,59.35
19년10월15일,58.74
19년10월16일,59.42
19년10월17일,59.91
19년10월18일,59.42
19년10월21일,58.96
19년10월22일,59.7
19년10월23일,61.17
19년10월24일,61.67
19년10월25일,62.02
19년10월28일,61.57
19년10월29일,61.59
19년10월30일,60.61
19년10월31일,60.23
19년11월01일,61.69
19년11월04일,62.13
19년11월05일,62.96
19년11월06일,61.74
19년11월07일,62.29
19년11월08일,62.51
19년11월11일,62.18
19년11월12일,62.06
19년11월13일,62.37
19년11월14일,62.28
19년11월15일,63.3
19년11월18일,62.44
19년11월19일,60.91
19년11월20일,62.4
19년11월21일,63.97
19년11월22일,63.39
19년11월25일,63.65
19년11월26일,64.27
19년11월27일,64.06
19년11월28일,63.87
19년11월29일,62.43
19년12월02일,60.92
19년12월03일,60.82
19년12월04일,63
19년12월05일,63.39
19년12월06일,64.39
19년12월09일,64.25
19년12월10일,64.34
19년12월11일,63.72
19년12월12일,64.2
19년12월13일,65.22
19년12월16일,65.34
19년12월17일,66.1
19년12월18일,66.17
19년12월19일,66.54
19년12월20일,66.14
19년12월23일,66.39
19년12월24일,67.2
19년12월26일,67.92
19년12월27일,68.16
19년12월30일,68.44
19년12월31일,66
20년01월02일,66.25
20년01월03일,68.6
20년01월06일,68.91
20년01월07일,68.27
20년01월08일,65.44
20년01월09일,65.37
20년01월10일,64.98
20년01월13일,64.2
20년01월14일,64.49
20년01월15일,64
20년01월16일,64.62
20년01월17일,64.85
20년01월20일,65.2
20년01월21일,64.59
20년01월22일,63.21
20년01월23일,62.04
20년01월24일,60.69
20년01월27일,59.32
20년01월28일,59.51
20년01월29일,59.81
20년01월30일,58.29
20년01월31일,58.16
20년02월03일,54.45
20년02월04일,53.96
20년02월05일,55.28
20년02월06일,54.93
20년02월07일,54.47
20년02월10일,53.27
20년02월11일,54.01
20년02월12일,55.79
20년02월13일,56.34
20년02월14일,57.32
20년02월17일,57.67
20년02월18일,57.75
20년02월19일,59.12
20년02월20일,59.31
20년02월21일,58.5
20년02월24일,56.3
20년02월25일,54.95
20년02월26일,53.43
20년02월27일,52.18
20년02월28일,50.52
20년03월02일,51.9
20년03월03일,51.86
20년03월04일,51.13
20년03월05일,49.99
20년03월06일,45.27
20년03월09일,34.36
20년03월10일,37.22
20년03월11일,35.79
20년03월12일,33.22
20년03월13일,33.85
20년03월16일,30.05
20년03월17일,28.73
20년03월18일,24.88
20년03월19일,28.47
20년03월20일,26.98
20년03월23일,27.03
20년03월24일,27.15
20년03월25일,27.39
20년03월26일,26.34
20년03월27일,24.93
20년03월30일,22.76
20년03월31일,22.74
20년04월01일,24.74
20년04월02일,29.94
20년04월03일,34.11
20년04월06일,33.05
20년04월07일,31.87
20년04월08일,32.84
20년04월09일,31.48
20년04월13일,31.74
20년04월14일,29.6
20년04월15일,27.69
20년04월16일,27.82
20년04월17일,28.08
20년04월20일,25.57
20년04월21일,19.33
20년04월22일,20.37
20년04월23일,21.33
20년04월24일,21.44
20년04월27일,19.99
20년04월28일,20.46
20년04월29일,22.54
20년04월30일,25.27
20년05월01일,26.44
20년05월04일,27.2
20년05월05일,30.97
20년05월06일,29.72
20년05월07일,29.46
20년05월08일,30.97
20년05월11일,29.63
20년05월12일,29.98
20년05월13일,29.19
20년05월14일,31.13
20년05월15일,32.5
20년05월18일,34.81
20년05월19일,34.65
20년05월20일,35.75
20년05월21일,36.06
20년05월22일,35.13
20년05월25일,35.53
20년05월26일,36.17
20년05월27일,34.74
20년05월28일,35.29
20년05월29일,35.33
20년06월01일,38.32
20년06월02일,39.57
20년06월03일,39.79
20년06월04일,39.99
20년06월05일,42.3
20년06월08일,40.8
20년06월09일,41.18
20년06월10일,41.73
20년06월11일,38.55
20년06월12일,38.73
20년06월15일,39.72
20년06월16일,40.96
20년06월17일,40.71
20년06월18일,41.51
20년06월19일,42.19
20년06월22일,43.08
20년06월23일,42.63
20년06월24일,40.31
20년06월25일,41.05
20년06월26일,41.02
20년06월29일,41.71
20년06월30일,41.15
20년07월01일,42.03
20년07월02일,43.14
20년07월03일,42.8
20년07월06일,43.1
20년07월07일,43.08
20년07월08일,43.29
20년07월09일,42.35
20년07월10일,43.24
20년07월13일,42.72
20년07월14일,42.9
20년07월15일,43.79
20년07월16일,43.37
20년07월17일,43.14
20년07월20일,43.28
20년07월21일,44.32
20년07월22일,44.29
20년07월23일,43.31
20년07월24일,43.34
20년07월27일,43.41
20년07월28일,43.22
20년07월29일,43.75
20년07월30일,42.94
20년07월31일,43.3
20년08월03일,44.15
20년08월04일,44.43
20년08월05일,45.17
20년08월06일,45.09
20년08월07일,44.4
20년08월10일,44.99
20년08월11일,44.5
20년08월12일,45.43
20년08월13일,44.96
20년08월14일,44.8
20년08월17일,45.37
20년08월18일,45.46
20년08월19일,45.37
20년08월20일,44.9
20년08월21일,44.35
20년08월24일,45.13
20년08월25일,45.86
20년08월26일,45.64
20년08월27일,45.09
20년08월28일,45.05
20년08월31일,45.28
20년09월01일,45.58
20년09월02일,44.43
20년09월03일,44.07
20년09월04일,42.66
20년09월07일,42.01
20년09월08일,39.78
20년09월09일,40.79
20년09월10일,40.06
20년09월11일,39.83
20년09월14일,39.61
20년09월15일,40.53
20년09월16일,42.22
20년09월17일,43.3
20년09월18일,43.15
20년09월21일,41.44
20년09월22일,41.72
20년09월23일,41.77
20년09월24일,41.94
20년09월25일,41.92
20년09월28일,42.43
20년09월29일,41.03
20년09월30일,40.95
20년10월01일,40.93
20년10월02일,39.27
20년10월05일,41.29
20년10월06일,42.65
20년10월07일,41.99
20년10월08일,43.34
20년10월09일,42.85
20년10월12일,41.72
20년10월13일,42.45
20년10월14일,43.32
20년10월15일,43.16
20년10월16일,42.93
20년10월19일,42.62
20년10월20일,43.16
20년10월21일,41.73
20년10월22일,42.46
20년10월23일,41.77
20년10월26일,40.46
20년10월27일,41.2
20년10월28일,39.12
20년10월29일,37.65
20년10월30일,37.46
20년11월02일,38.97
20년11월03일,39.71
20년11월04일,41.23
20년11월05일,40.93
20년11월06일,39.45
20년11월09일,42.4
20년11월10일,43.61
20년11월11일,43.8
20년11월12일,43.53
20년11월13일,42.78
20년11월16일,43.82
20년11월17일,43.75
20년11월18일,44.34
20년11월19일,44.2
20년11월20일,44.96
20년11월23일,46.06
20년11월24일,47.86
20년11월25일,48.61
20년11월26일,47.8
20년11월27일,48.18
20년11월30일,47.59
20년12월01일,47.42
20년12월02일,48.25
20년12월03일,48.71
20년12월04일,49.25
20년12월07일,48.79
20년12월08일,48.84
20년12월09일,48.86
20년12월10일,50.25
20년12월11일,49.97
20년12월14일,50.29
20년12월15일,50.76
20년12월16일,51.08
20년12월17일,51.5
20년12월18일,52.26
20년12월21일,50.91
20년12월22일,50.08
20년12월23일,51.2
20년12월24일,51.29
20년12월28일,50.86
20년12월29일,51.09
20년12월30일,51.34
20년12월31일,51.8
21년01월04일,51.09
21년01월05일,53.6
21년01월06일,54.3
21년01월07일,54.38
21년01월08일,55.99
21년01월11일,55.66
21년01월12일,56.58
21년01월13일,56.06
21년01월14일,56.42
21년01월15일,55.1
21년01월18일,54.75
21년01월19일,55.9
21년01월20일,56.08
21년01월21일,56.1
21년01월22일,55.41
21년01월25일,55.88
21년01월26일,55.91
21년01월27일,55.81
21년01월28일,55.53
21년01월29일,55.88
21년02월01일,56.35
21년02월02일,57.46
21년02월03일,58.46
21년02월04일,58.84
21년02월05일,59.34
21년02월08일,60.56
21년02월09일,61.09
21년02월10일,61.47
21년02월11일,61.14
21년02월12일,62.43
21년02월15일,63.3
21년02월16일,63.35
21년02월17일,64.34
21년02월18일,63.93
21년02월19일,62.91
21년02월22일,65.24
21년02월23일,65.37
21년02월24일,67.04
21년02월25일,66.88
21년02월26일,66.13
21년03월01일,63.69
21년03월02일,62.7
21년03월03일,64.07
21년03월04일,66.74
21년03월05일,69.36
21년03월08일,68.24
21년03월09일,67.52
21년03월10일,67.9
21년03월11일,69.63
21년03월12일,69.22
21년03월15일,68.88
21년03월16일,68.39
21년03월17일,68
21년03월18일,63.28
21년03월19일,64.53
21년03월22일,64.62
21년03월23일,60.79
21년03월24일,64.41
21년03월25일,61.95
21년03월26일,64.57
21년03월29일,64.98
21년03월30일,64.14
21년03월31일,63.54
21년04월01일,64.86
21년04월05일,62.15
21년04월06일,62.74
21년04월07일,63.16
21년04월08일,63.2
21년04월09일,62.95
21년04월12일,63.28
21년04월13일,63.67
21년04월14일,66.58
21년04월15일,66.94
21년04월16일,66.77
21년04월19일,67.05
21년04월20일,66.57
21년04월21일,65.32
21년04월22일,65.4
21년04월23일,66.11
21년04월26일,65.65
21년04월27일,66.42
21년04월28일,67.27
21년04월29일,68.56
21년04월30일,67.25
21년05월03일,67.56
21년05월04일,68.88
21년05월05일,68.96
21년05월06일,68.09
21년05월07일,68.28
21년05월10일,68.32
21년05월11일,68.55
21년05월12일,69.32
21년05월13일,67.05
21년05월14일,68.71
21년05월17일,69.46
21년05월18일,68.71
21년05월19일,66.66
21년05월20일,65.11
21년05월21일,66.44
21년05월24일,68.46
21년05월25일,68.65
21년05월26일,68.87
21년05월27일,69.46
21년05월28일,69.63
21년05월31일,69.32
21년06월01일,70.25
21년06월02일,71.35
21년06월03일,71.31
21년06월04일,71.89
21년06월07일,71.49
21년06월08일,72.22
21년06월09일,72.22
21년06월10일,72.52
21년06월11일,72.69
21년06월14일,72.86
21년06월15일,73.99
21년06월16일,74.39
21년06월17일,73.08
21년06월18일,73.51
21년06월21일,74.9
21년06월22일,74.81
21년06월23일,75.19
21년06월24일,75.56
21년06월25일,76.18
21년06월28일,74.68
21년06월29일,74.76
21년06월30일,75.13
21년07월01일,75.84
21년07월02일,76.17
21년07월05일,77.16
21년07월06일,74.53
21년07월07일,73.43
21년07월08일,74.12
21년07월09일,75.55
21년07월12일,75.16
21년07월13일,76.49
21년07월14일,74.76
21년07월15일,73.47
21년07월16일,73.59
21년07월19일,68.62
21년07월20일,69.35
21년07월21일,72.23
21년07월22일,73.79
21년07월23일,74.1
21년07월26일,74.5
21년07월27일,74.48
21년07월28일,74.74
21년07월29일,76.05
21년07월30일,76.33
21년08월02일,72.89
21년08월03일,72.41
21년08월04일,70.38
21년08월05일,71.29
21년08월06일,70.7
21년08월09일,69.04
21년08월10일,70.63
21년08월11일,71.44
21년08월12일,71.31
21년08월13일,70.59
21년08월16일,69.51
21년08월17일,69.03
21년08월18일,68.23
21년08월19일,66.45
21년08월20일,65.18
21년08월23일,68.75
21년08월24일,71.05
21년08월25일,72.25
21년08월26일,71.07
21년08월27일,72.7
21년08월30일,73.41
21년08월31일,72.99
21년09월01일,71.59
21년09월02일,73.03
21년09월03일,72.61
21년09월06일,72.22
21년09월07일,71.69
21년09월08일,72.6
21년09월09일,71.45
21년09월10일,72.92
21년09월13일,73.51
21년09월14일,73.6
21년09월15일,75.46
21년09월16일,75.67
21년09월17일,75.34
21년09월20일,73.92
21년09월21일,74.36
21년09월22일,76.19
21년09월23일,77.25
21년09월24일,78.09
21년09월27일,79.53
21년09월28일,79.09
21년09월29일,78.64
21년09월30일,78.52
21년10월01일,79.28
21년10월04일,81.26
21년10월05일,82.56
21년10월06일,81.08
21년10월07일,81.95
21년10월08일,82.39
21년10월11일,83.65
21년10월12일,83.42
21년10월13일,83.18
21년10월14일,84
21년10월15일,84.86
21년10월18일,84.33
21년10월19일,85.08
21년10월20일,85.82
21년10월21일,84.61
21년10월22일,85.53
21년10월25일,85.99
21년10월26일,86.4
21년10월27일,84.58
21년10월28일,84.32
21년10월29일,84.38
21년11월01일,84.71
21년11월02일,84.72
21년11월03일,81.99
21년11월04일,80.54
21년11월05일,82.74
21년11월08일,83.43
21년11월09일,84.78
21년11월10일,82.64
21년11월11일,82.87
21년11월12일,82.17
21년11월15일,82.05
21년11월16일,82.43
21년11월17일,80.28
21년11월18일,81.24
21년11월19일,78.89
21년11월22일,79.7
21년11월23일,82.31
21년11월24일,82.25
21년11월25일,82.22
21년11월26일,72.72
21년11월29일,73.44
21년11월30일,70.57
21년12월01일,68.87
21년12월02일,69.67
21년12월03일,69.88
21년12월06일,73.08
21년12월07일,75.44
21년12월08일,75.82
21년12월09일,74.42
21년12월10일,75.15
21년12월13일,74.39
21년12월14일,73.7
21년12월15일,73.88
21년12월16일,75.02
21년12월17일,73.52
21년12월20일,71.52
21년12월21일,73.98
21년12월22일,75.29
21년12월23일,76.85
21년12월24일,76.14
21년12월27일,78.6
21년12월28일,78.94
21년12월29일,79.23
21년12월30일,79.32
21년12월31일,77.78
22년01월03일,78.98
22년01월04일,80
22년01월05일,80.8
22년01월06일,81.99
22년01월07일,81.75
22년01월10일,80.87
22년01월11일,83.72
22년01월12일,84.67
22년01월13일,84.47
22년01월14일,86.06
22년01월17일,86.48
22년01월18일,87.51
22년01월19일,88.44
22년01월20일,88.38
22년01월21일,87.89
22년01월24일,86.27
22년01월25일,88.2
22년01월26일,89.96
22년01월27일,89.34
22년01월28일,90.03
22년01월31일,91.21
22년02월01일,89.16
22년02월02일,89.47
22년02월03일,91.11
22년02월04일,93.27
22년02월07일,92.69
22년02월08일,90.78
22년02월09일,91.55
22년02월10일,91.41
22년02월11일,94.44
22년02월14일,96.48
22년02월15일,93.28
22년02월16일,94.81
22년02월17일,92.97
22년02월18일,93.54
22년02월21일,95.39
22년02월22일,96.84
22년02월23일,96.84
22년02월24일,99.08
22년02월25일,97.93
22년02월28일,100.99
22년03월01일,104.97
22년03월02일,112.93
22년03월03일,110.46
22년03월04일,118.11
22년03월07일,123.21
22년03월08일,127.98
22년03월09일,111.14
22년03월10일,109.33
22년03월11일,112.67
22년03월14일,106.9
22년03월15일,99.91
22년03월16일,98.02
22년03월17일,106.64
22년03월18일,107.93
22년03월21일,115.62
22년03월22일,115.48
22년03월23일,121.6
22년03월24일,119.03
22년03월25일,120.65
22년03월28일,112.48
22년03월29일,110.23
22년03월30일,113.45
22년03월31일,107.91
22년04월01일,104.39
22년04월04일,107.53
22년04월05일,106.64
22년04월06일,101.07
22년04월07일,100.58
22년04월08일,102.78
22년04월11일,98.48
22년04월12일,104.64
22년04월13일,108.78
22년04월14일,111.7
22년04월18일,113.16
22년04월19일,107.25
22년04월20일,106.8
22년04월21일,108.33
22년04월22일,106.65
22년04월25일,102.32
22년04월26일,104.99
22년04월27일,105.32
22년04월28일,107.59
22년04월29일,109.34
22년05월02일,107.58
22년05월03일,104.97
22년05월04일,110.14
22년05월05일,110.9
22년05월06일,112.39
22년05월09일,105.94
22년05월10일,102.46
22년05월11일,107.51
22년05월12일,107.45
22년05월13일,111.55
22년05월16일,114.24
22년05월17일,111.93
22년05월18일,109.11
22년05월19일,112.04
22년05월20일,112.55
22년05월23일,113.42
22년05월24일,113.56
22년05월25일,114.03
22년05월26일,117.4
22년05월27일,119.43
22년05월30일,121.67
22년05월31일,122.84
22년06월01일,116.29
22년06월02일,117.61
22년06월03일,119.72
22년06월06일,119.51
22년06월07일,120.57
22년06월08일,123.58
22년06월09일,123.07
22년06월10일,122.01
22년06월13일,122.27
22년06월14일,121.17
22년06월15일,118.51
22년06월16일,119.81
22년06월17일,113.12
22년06월20일,114.13
22년06월21일,114.65
22년06월22일,111.74
22년06월23일,110.05
22년06월24일,113.12
22년06월27일,115.09
22년06월28일,117.98
22년06월29일,116.26
22년06월30일,114.81
22년07월01일,111.63
22년07월04일,113.5
22년07월05일,102.77
22년07월06일,100.69
22년07월07일,104.65
22년07월08일,107.02
22년07월11일,107.1
22년07월12일,99.49
22년07월13일,99.57
22년07월14일,99.1
22년07월15일,101.16
22년07월18일,106.27
22년07월19일,107.35
22년07월20일,106.92
22년07월21일,103.86
22년07월22일,103.2
22년07월25일,105.15
22년07월26일,104.4
22년07월27일,106.62
22년07월28일,107.14
22년07월29일,110.01
22년08월01일,100.03
22년08월02일,100.54
22년08월03일,96.78
22년08월04일,94.12
22년08월05일,94.92
22년08월08일,96.65
22년08월09일,96.31
22년08월10일,97.4
22년08월11일,99.6
22년08월12일,98.15
22년08월15일,95.1
22년08월16일,92.34
22년08월17일,93.65
22년08월18일,96.59
22년08월19일,96.72
22년08월22일,96.48
22년08월23일,100.22
22년08월24일,101.22
22년08월25일,99.34
22년08월26일,100.99
22년08월29일,105.09
22년08월30일,99.31
22년08월31일,96.49
22년09월01일,92.36
22년09월02일,93.02
22년09월05일,95.74
22년09월06일,92.83
22년09월07일,88
22년09월08일,89.15
22년09월09일,92.84
22년09월12일,94
22년09월13일,93.17
22년09월14일,94.1
22년09월15일,90.84
22년09월16일,91.35
22년09월19일,92
22년09월20일,90.62
22년09월21일,89.83
22년09월22일,90.46
22년09월23일,86.15
22년09월26일,84.06
22년09월27일,86.27
22년09월28일,89.32
22년09월29일,88.49
22년09월30일,87.96
22년10월03일,88.86
22년10월04일,91.8
22년10월05일,93.37
22년10월06일,94.42
22년10월07일,97.92
22년10월10일,96.19
22년10월11일,94.29
22년10월12일,92.45
22년10월13일,94.57
22년10월14일,91.63
22년10월17일,91.62
22년10월18일,90.03
22년10월19일,92.41
22년10월20일,92.38
22년10월21일,93.5
22년10월24일,93.26
22년10월25일,93.52
22년10월26일,95.69
22년10월27일,96.96
22년10월28일,95.77
22년10월31일,94.83
22년11월01일,94.65
22년11월02일,96.16
22년11월03일,94.67
22년11월04일,98.57
22년11월07일,97.92
22년11월08일,95.36
22년11월09일,92.65
22년11월10일,93.67
22년11월11일,95.99
22년11월14일,93.14
22년11월15일,93.86
22년11월16일,92.86
22년11월17일,89.78
22년11월18일,87.62
22년11월21일,87.45
22년11월22일,88.36
22년11월23일,85.41
22년11월24일,85.34
22년11월25일,83.63
22년11월28일,83.19
22년11월29일,83.03
22년11월30일,85.43
22년12월01일,86.88
22년12월02일,85.57
22년12월05일,82.68
22년12월06일,79.35
22년12월07일,77.17
22년12월08일,76.15
22년12월09일,76.1
22년12월12일,77.99
22년12월13일,80.68
22년12월14일,82.7
22년12월15일,81.21
22년12월16일,79.04
22년12월19일,79.8
22년12월20일,79.99
22년12월21일,82.2
22년12월22일,80.98
22년12월23일,83.92
22년12월27일,84.33
22년12월28일,83.26
22년12월29일,82.26
22년12월30일,85.91
23년01월03일,82.1
23년01월04일,77.84
