기간,Brent
13년02월18일,117.38
13년02월19일,117.52
13년02월20일,115.6
13년02월21일,113.53
13년02월22일,114.1
13년02월25일,114.44
13년02월26일,112.71
13년02월27일,111.87
13년02월28일,
13년03월01일,110.4
13년03월04일,110.09
13년03월05일,111.61
13년03월06일,111.06
13년03월07일,111.15
13년03월08일,110.85
13년03월11일,110.22
13년03월12일,109.65
13년03월13일,108.52
13년03월14일,109.42
13년03월15일,109.82
13년03월18일,109.51
13년03월19일,107.45
13년03월20일,108.72
13년03월21일,107.47
13년03월22일,107.66
13년03월25일,108.17
13년03월26일,109.36
13년03월27일,109.69
13년03월28일,110.02
13년04월01일,111.08
13년04월02일,110.69
13년04월03일,107.11
13년04월04일,106.34
13년04월05일,104.12
13년04월08일,104.66
13년04월09일,106.23
13년04월10일,105.79
13년04월11일,104.27
13년04월12일,103.11
13년04월15일,100.39
13년04월16일,99.91
13년04월17일,97.69
13년04월18일,99.13
13년04월19일,99.65
13년04월22일,100.39
13년04월23일,100.31
13년04월24일,101.73
13년04월25일,103.41
13년04월26일,103.16
13년04월29일,103.81
13년04월30일,102.37
13년05월01일,99.95
13년05월02일,102.85
13년05월03일,104.19
13년05월06일,
13년05월07일,
13년05월08일,104.34
13년05월09일,104.47
13년05월10일,103.91
13년05월13일,102.82
13년05월14일,102.6
13년05월15일,103.68
13년05월16일,103.8
13년05월17일,104.64
13년05월20일,104.8
13년05월21일,103.91
13년05월22일,102.6
13년05월23일,102.44
13년05월24일,102.64
13년05월27일,102.62
13년05월28일,104.23
13년05월29일,102.43
13년05월30일,102.19
13년05월31일,100.39
13년06월03일,102.06
13년06월04일,103.24
13년06월05일,103.04
13년06월06일,103.61
13년06월07일,104.56
13년06월10일,103.95
13년06월11일,102.96
13년06월12일,103.49
13년06월13일,104.25
13년06월14일,105.93
13년06월17일,105.47
13년06월18일,106.02
13년06월19일,106.12
13년06월20일,102.15
13년06월21일,100.91
13년06월24일,101.16
13년06월25일,101.26
13년06월26일,101.66
13년06월27일,102.82
13년06월28일,102.16
13년07월01일,103
13년07월02일,104
13년07월03일,105.76
13년07월04일,105.54
13년07월05일,107.72
13년07월08일,107.43
13년07월09일,107.81
13년07월10일,108.51
13년07월11일,107.73
13년07월12일,108.81
13년07월15일,109.09
13년07월16일,109.4
13년07월17일,108.61
13년07월18일,108.7
13년07월19일,108.07
13년07월22일,108.15
13년07월23일,108.42
13년07월24일,107.19
13년07월25일,107.65
13년07월26일,107.17
13년07월29일,107.45
13년07월30일,106.91
13년07월31일,107.7
13년08월01일,109.54
13년08월02일,108.95
13년08월05일,108.7
13년08월06일,108.18
13년08월07일,107.44
13년08월08일,106.68
13년08월09일,108.22
13년08월12일,108.97
13년08월13일,109.82
13년08월14일,110.2
13년08월15일,111.11
13년08월16일,110.4
13년08월19일,109.9
13년08월20일,110.15
13년08월21일,109.81
13년08월22일,109.9
13년08월23일,111.04
13년08월26일,110.73
13년08월27일,114.36
13년08월28일,116.61
13년08월29일,115.16
13년08월30일,114.01
13년09월02일,114.33
13년09월03일,115.68
13년09월04일,114.91
13년09월05일,115.26
13년09월06일,116.12
13년09월09일,113.72
13년09월10일,111.25
13년09월11일,111.5
13년09월12일,112.63
13년09월13일,112.78
13년09월16일,110.07
13년09월17일,108.19
13년09월18일,110.6
13년09월19일,108.76
13년09월20일,109.22
13년09월23일,108.16
13년09월24일,108.64
13년09월25일,108.32
13년09월26일,109.21
13년09월27일,108.63
13년09월30일,108.37
13년10월01일,107.94
13년10월02일,109.19
13년10월03일,109
13년10월04일,109.46
13년10월07일,109.68
13년10월08일,110.16
13년10월09일,109.06
13년10월10일,111.8
13년10월11일,111.28
13년10월14일,111.04
13년10월15일,109.96
13년10월16일,110.86
13년10월17일,109.11
13년10월18일,109.94
13년10월21일,109.64
13년10월22일,109.97
13년10월23일,107.8
13년10월24일,106.99
13년10월25일,106.93
13년10월28일,109.61
13년10월29일,109.01
13년10월30일,109.86
13년10월31일,108.84
13년11월01일,105.91
13년11월04일,106.23
13년11월05일,105.33
13년11월06일,105.24
13년11월07일,103.46
13년11월08일,105.12
13년11월11일,106.4
13년11월12일,105.81
13년11월13일,107.12
13년11월14일,108.54
13년11월15일,108.5
13년11월18일,108.47
13년11월19일,106.92
13년11월20일,108.06
13년11월21일,110.08
13년11월22일,111.05
13년11월25일,111
13년11월26일,110.88
13년11월27일,111.31
13년11월28일,110.86
13년11월29일,109.69
13년12월02일,111.45
13년12월03일,112.62
13년12월04일,111.88
13년12월05일,110.98
13년12월06일,111.61
13년12월09일,109.39
13년12월10일,109.38
13년12월11일,109.7
13년12월12일,108.67
13년12월13일,108.83
13년12월16일,110.47
13년12월17일,108.44
13년12월18일,109.63
13년12월19일,110.29
13년12월20일,111.77
13년12월23일,111.56
13년12월24일,111.9
13년12월26일,111.98
13년12월27일,112.18
13년12월30일,111.21
13년12월31일,110.8
14년01월02일,107.78
14년01월03일,106.89
14년01월06일,106.73
14년01월07일,107.35
14년01월08일,107.15
14년01월09일,106.39
14년01월10일,107.25
14년01월13일,106.75
14년01월14일,106.39
14년01월15일,107.13
14년01월16일,107.09
14년01월17일,106.48
14년01월20일,106.35
14년01월21일,106.73
14년01월22일,108.27
14년01월23일,107.58
14년01월24일,107.88
14년01월27일,106.69
14년01월28일,107.41
14년01월29일,107.85
14년01월30일,107.95
14년01월31일,106.4
14년02월03일,106.04
14년02월04일,105.78
14년02월05일,106.25
14년02월06일,107.19
14년02월07일,109.57
14년02월10일,108.63
14년02월11일,108.68
14년02월12일,108.79
14년02월13일,108.73
14년02월14일,109.08
14년02월17일,109.18
14년02월18일,110.46
14년02월19일,110.47
14년02월20일,110.3
14년02월21일,109.85
14년02월24일,110.64
14년02월25일,109.51
14년02월26일,109.52
14년02월27일,108.96
14년02월28일,109.07
14년03월03일,111.2
14년03월04일,109.3
14년03월05일,107.76
14년03월06일,108.1
14년03월07일,109
14년03월10일,108.08
14년03월11일,108.55
14년03월12일,108.02
14년03월13일,107.39
14년03월14일,108.57
14년03월17일,106.24
14년03월18일,106.79
14년03월19일,105.85
14년03월20일,106.45
14년03월21일,106.92
14년03월24일,106.81
14년03월25일,106.99
14년03월26일,107.03
14년03월27일,107.83
14년03월28일,
14년03월31일,107.76
14년04월01일,105.62
14년04월02일,104.79
14년04월03일,106.15
14년04월04일,106.72
14년04월07일,105.82
14년04월08일,107.67
14년04월09일,107.98
14년04월10일,107.46
14년04월11일,107.33
14년04월14일,109.07
14년04월15일,108.74
14년04월16일,109.6
14년04월17일,109.53
14년04월21일,109.95
14년04월22일,109.27
14년04월23일,109.11
14년04월24일,110.33
14년04월25일,109.58
14년04월28일,108.12
14년04월29일,108.98
14년04월30일,108.07
14년05월01일,107.76
14년05월02일,108.59
14년05월05일,107.72
14년05월06일,107.06
14년05월07일,108.13
14년05월08일,108.04
14년05월09일,107.89
14년05월12일,108.41
14년05월13일,109.24
14년05월14일,110.19
14년05월15일,110.44
14년05월16일,109.75
14년05월19일,109.37
14년05월20일,109.69
14년05월21일,110.55
14년05월22일,110.36
14년05월23일,110.54
14년05월26일,110.32
14년05월27일,110.02
14년05월28일,109.81
14년05월29일,109.97
14년05월30일,109.41
14년06월02일,108.83
14년06월03일,108.82
14년06월04일,108.4
14년06월05일,108.79
14년06월06일,108.61
14년06월09일,109.99
14년06월10일,109.52
14년06월11일,109.95
14년06월12일,113.02
14년06월13일,113.41
14년06월16일,112.94
14년06월17일,113.45
14년06월18일,114.26
14년06월19일,115.06
14년06월20일,114.81
14년06월23일,114.12
14년06월24일,114.46
14년06월25일,114
14년06월26일,113.21
14년06월27일,113.3
14년06월30일,112.36
14년07월01일,112.29
14년07월02일,111.24
14년07월03일,111
14년07월04일,110.64
14년07월07일,110.24
14년07월08일,108.94
14년07월09일,108.28
14년07월10일,108.67
14년07월11일,106.66
14년07월14일,106.98
14년07월15일,106.02
14년07월16일,105.85
14년07월17일,107.89
14년07월18일,107.24
14년07월21일,107.68
14년07월22일,107.33
14년07월23일,108.03
14년07월24일,107.07
14년07월25일,108.39
14년07월28일,107.57
14년07월29일,107.72
14년07월30일,106.51
14년07월31일,106.02
14년08월01일,104.84
14년08월04일,105.41
14년08월05일,104.61
14년08월06일,104.59
14년08월07일,105.44
14년08월08일,105.02
14년08월11일,104.68
14년08월12일,103.02
14년08월13일,104.28
14년08월14일,102.01
14년08월15일,103.53
14년08월18일,101.6
14년08월19일,101.56
14년08월20일,102.28
14년08월21일,102.63
14년08월22일,102.29
14년08월25일,102.65
14년08월26일,102.5
14년08월27일,102.72
14년08월28일,102.46
14년08월29일,103.19
14년09월01일,102.79
14년09월02일,100.34
14년09월03일,102.77
14년09월04일,101.83
14년09월05일,100.82
14년09월08일,100.2
14년09월09일,99.16
14년09월10일,98.04
14년09월11일,98.08
14년09월12일,97.11
14년09월15일,96.65
14년09월16일,99.05
14년09월17일,98.97
14년09월18일,97.7
14년09월19일,98.39
14년09월22일,96.97
14년09월23일,96.85
14년09월24일,96.95
14년09월25일,97
14년09월26일,97
14년09월29일,97.2
14년09월30일,94.67
14년10월01일,94.16
14년10월02일,
14년10월03일,92.31
14년10월06일,92.79
14년10월07일,92.11
14년10월08일,91.38
14년10월09일,90.05
14년10월10일,90.21
14년10월13일,88.89
14년10월14일,85.04
14년10월15일,83.78
14년10월16일,84.47
14년10월17일,86.16
14년10월20일,85.4
14년10월21일,86.22
14년10월22일,84.71
14년10월23일,86.83
14년10월24일,86.13
14년10월27일,85.83
14년10월28일,86.03
14년10월29일,87.12
14년10월30일,86.24
14년10월31일,85.86
14년11월03일,84.78
14년11월04일,82.82
14년11월05일,82.95
14년11월06일,82.86
14년11월07일,83.39
14년11월10일,82.34
14년11월11일,81.67
14년11월12일,80.38
14년11월13일,77.92
14년11월14일,
14년11월17일,79.31
14년11월18일,78.47
14년11월19일,78.1
14년11월20일,79.33
14년11월21일,80.36
14년11월24일,79.68
14년11월25일,78.33
14년11월26일,77.75
14년11월27일,72.58
14년11월28일,70.15
14년12월01일,72.54
14년12월02일,70.54
14년12월03일,69.92
14년12월04일,69.64
14년12월05일,69.07
14년12월08일,66.19
14년12월09일,66.84
14년12월10일,64.24
14년12월11일,63.68
14년12월12일,61.85
14년12월15일,61.06
14년12월16일,59.86
14년12월17일,61.18
14년12월18일,59.27
14년12월19일,61.38
14년12월22일,60.11
14년12월23일,61.69
14년12월24일,60.24
14년12월26일,59.45
14년12월29일,57.88
14년12월30일,57.9
14년12월31일,57.33
15년01월02일,56.42
15년01월05일,53.11
15년01월06일,51.1
15년01월07일,51.15
15년01월08일,50.96
15년01월09일,50.11
15년01월12일,47.43
15년01월13일,46.59
15년01월14일,48.69
15년01월15일,47.67
15년01월16일,50.17
15년01월19일,48.84
15년01월20일,47.99
15년01월21일,49.03
15년01월22일,48.52
15년01월23일,48.79
15년01월26일,48.16
15년01월27일,49.6
15년01월28일,48.47
15년01월29일,49.13
15년01월30일,52.99
15년02월02일,54.75
15년02월03일,57.91
15년02월04일,54.16
15년02월05일,56.57
15년02월06일,57.8
15년02월09일,58.34
15년02월10일,56.43
15년02월11일,54.66
15년02월12일,57.05
15년02월13일,61.52
15년02월16일,61.4
15년02월17일,62.53
15년02월18일,60.53
15년02월19일,60.21
15년02월20일,60.22
15년02월23일,58.9
15년02월24일,58.66
15년02월25일,61.63
15년02월26일,60.05
15년02월27일,62.58
15년03월02일,59.54
15년03월03일,61.02
15년03월04일,60.55
15년03월05일,60.48
15년03월06일,59.73
15년03월09일,58.53
15년03월10일,56.39
15년03월11일,57.54
15년03월12일,57.08
15년03월13일,54.67
15년03월16일,53.44
15년03월17일,53.51
15년03월18일,55.91
15년03월19일,54.43
15년03월20일,55.32
15년03월23일,55.92
15년03월24일,55.11
15년03월25일,56.48
15년03월26일,59.19
15년03월27일,56.41
15년03월30일,56.29
15년03월31일,55.11
15년04월01일,57.1
15년04월02일,54.95
15년04월06일,58.12
15년04월07일,59.1
15년04월08일,55.55
15년04월09일,56.57
15년04월10일,57.87
15년04월13일,57.93
15년04월14일,58.43
15년04월15일,60.32
15년04월16일,63.98
15년04월17일,63.45
15년04월20일,63.45
15년04월21일,62.08
15년04월22일,62.73
15년04월23일,64.85
15년04월24일,65.28
15년04월27일,64.83
15년04월28일,64.64
15년04월29일,65.84
15년04월30일,66.78
15년05월01일,66.46
15년05월04일,66.45
15년05월05일,67.52
15년05월06일,67.77
15년05월07일,65.54
15년05월08일,65.39
15년05월11일,64.91
15년05월12일,66.86
15년05월13일,66.81
15년05월14일,66.59
15년05월15일,66.81
15년05월18일,66.27
15년05월19일,64.02
15년05월20일,65.03
15년05월21일,66.54
15년05월22일,65.37
15년05월25일,65.52
15년05월26일,63.72
15년05월27일,62.06
15년05월28일,62.58
15년05월29일,65.56
15년06월01일,64.88
15년06월02일,65.49
15년06월03일,63.8
15년06월04일,62.03
15년06월05일,63.31
15년06월08일,62.69
15년06월09일,64.88
15년06월10일,65.7
15년06월11일,65.11
15년06월12일,63.87
15년06월15일,62.61
15년06월16일,63.7
15년06월17일,63.87
15년06월18일,64.26
15년06월19일,63.02
15년06월22일,63.34
15년06월23일,64.45
15년06월24일,63.49
15년06월25일,63.2
15년06월26일,63.26
15년06월29일,62.01
15년06월30일,63.59
15년07월01일,62.01
15년07월02일,62.07
15년07월03일,60.32
15년07월06일,56.54
15년07월07일,56.85
15년07월08일,57.05
15년07월09일,58.61
15년07월10일,58.73
15년07월13일,57.85
15년07월14일,58.51
15년07월15일,57.05
15년07월16일,57.51
15년07월17일,57.1
15년07월20일,56.65
15년07월21일,57.04
15년07월22일,56.13
15년07월23일,55.27
15년07월24일,54.62
15년07월27일,53.47
15년07월28일,53.3
15년07월29일,53.38
15년07월30일,53.31
15년07월31일,52.21
15년08월03일,49.52
15년08월04일,49.99
15년08월05일,49.59
15년08월06일,49.52
15년08월07일,48.61
15년08월10일,50.41
15년08월11일,49.18
15년08월12일,49.66
15년08월13일,49.22
15년08월14일,49.03
15년08월17일,48.74
15년08월18일,48.81
15년08월19일,47.16
15년08월20일,46.62
15년08월21일,45.46
15년08월24일,42.69
15년08월25일,43.21
15년08월26일,43.14
15년08월27일,47.56
15년08월28일,50.05
15년08월31일,54.15
15년09월01일,49.56
15년09월02일,50.5
15년09월03일,50.68
15년09월04일,49.61
15년09월07일,47.63
15년09월08일,49.52
15년09월09일,47.58
15년09월10일,48.89
15년09월11일,48.14
15년09월14일,46.37
15년09월15일,46.63
15년09월16일,49.75
15년09월17일,49.08
15년09월18일,47.47
15년09월21일,48.92
15년09월22일,49.08
15년09월23일,47.75
15년09월24일,48.17
15년09월25일,48.6
15년09월28일,47.34
15년09월29일,48.23
15년09월30일,48.37
15년10월01일,47.69
15년10월02일,48.13
15년10월05일,49.25
15년10월06일,51.92
15년10월07일,51.33
15년10월08일,53.05
15년10월09일,52.65
15년10월12일,49.86
15년10월13일,49.24
15년10월14일,49.15
15년10월15일,48.71
15년10월16일,50.46
15년10월19일,48.61
15년10월20일,48.71
15년10월21일,47.85
15년10월22일,48.08
15년10월23일,47.99
15년10월26일,47.54
15년10월27일,46.81
15년10월28일,49.05
15년10월29일,48.8
15년10월30일,49.56
15년11월02일,48.79
15년11월03일,50.54
15년11월04일,48.58
15년11월05일,47.98
15년11월06일,47.42
15년11월09일,47.19
15년11월10일,47.44
15년11월11일,45.81
15년11월12일,44.06
15년11월13일,43.61
15년11월16일,44.56
15년11월17일,43.57
15년11월18일,44.14
15년11월19일,44.18
15년11월20일,44.66
15년11월23일,44.83
15년11월24일,46.12
15년11월25일,46.17
15년11월26일,45.46
15년11월27일,44.86
15년11월30일,44.61
15년12월01일,44.44
15년12월02일,42.49
15년12월03일,43.84
15년12월04일,43
15년12월07일,40.73
15년12월08일,40.26
15년12월09일,40.11
15년12월10일,39.73
15년12월11일,37.93
15년12월14일,37.92
15년12월15일,38.45
15년12월16일,37.19
15년12월17일,37.06
15년12월18일,36.88
15년12월21일,36.35
15년12월22일,36.11
15년12월23일,37.36
15년12월24일,37.89
15년12월28일,36.62
15년12월29일,37.79
15년12월30일,36.46
15년12월31일,37.28
16년01월04일,37.22
16년01월05일,36.42
16년01월06일,34.23
16년01월07일,33.75
16년01월08일,33.55
16년01월11일,31.55
16년01월12일,30.86
16년01월13일,30.31
16년01월14일,31.03
16년01월15일,28.94
16년01월18일,28.55
16년01월19일,28.76
16년01월20일,27.88
16년01월21일,29.25
16년01월22일,32.18
16년01월25일,30.5
16년01월26일,31.8
16년01월27일,33.1
16년01월28일,33.89
16년01월29일,34.74
16년02월01일,34.24
16년02월02일,32.72
16년02월03일,35.04
16년02월04일,34.46
16년02월05일,34.06
16년02월08일,32.88
16년02월09일,30.32
16년02월10일,30.84
16년02월11일,30.06
16년02월12일,33.36
16년02월15일,33.39
16년02월16일,32.18
16년02월17일,34.5
16년02월18일,34.28
16년02월19일,33.01
16년02월22일,34.69
16년02월23일,33.27
16년02월24일,34.41
16년02월25일,35.29
16년02월26일,35.1
16년02월29일,35.97
16년03월01일,36.81
16년03월02일,36.93
16년03월03일,37.07
16년03월04일,38.72
16년03월07일,40.84
16년03월08일,39.65
16년03월09일,41.07
16년03월10일,40.05
16년03월11일,40.39
16년03월14일,39.53
16년03월15일,38.74
16년03월16일,40.33
16년03월17일,41.54
16년03월18일,41.2
16년03월21일,41.54
16년03월22일,41.79
16년03월23일,40.47
16년03월24일,40.44
16년03월28일,40.27
16년03월29일,39.14
16년03월30일,39.26
16년03월31일,39.6
16년04월01일,38.67
16년04월04일,37.69
16년04월05일,37.87
16년04월06일,39.84
16년04월07일,39.43
16년04월08일,41.94
16년04월11일,42.83
16년04월12일,44.69
16년04월13일,44.18
16년04월14일,43.84
16년04월15일,43.1
16년04월18일,42.91
16년04월19일,44.03
16년04월20일,45.8
16년04월21일,44.53
16년04월22일,45.11
16년04월25일,44.48
16년04월26일,45.74
16년04월27일,47.18
16년04월28일,48.14
16년04월29일,48.13
16년05월02일,45.83
16년05월03일,44.97
16년05월04일,44.62
16년05월05일,45.01
16년05월06일,45.37
16년05월09일,43.63
16년05월10일,45.52
16년05월11일,47.6
16년05월12일,48.08
16년05월13일,47.83
16년05월16일,48.97
16년05월17일,49.28
16년05월18일,48.93
16년05월19일,48.81
16년05월20일,48.72
16년05월23일,48.35
16년05월24일,48.61
16년05월25일,49.74
16년05월26일,49.59
16년05월27일,49.32
16년05월30일,49.76
16년05월31일,49.69
16년06월01일,49.72
16년06월02일,50.04
16년06월03일,49.64
16년06월06일,50.55
16년06월07일,51.44
16년06월08일,52.51
16년06월09일,51.95
16년06월10일,50.54
16년06월13일,50.35
16년06월14일,49.83
16년06월15일,48.97
16년06월16일,47.19
16년06월17일,49.17
16년06월20일,50.65
16년06월21일,50.62
16년06월22일,49.88
16년06월23일,50.91
16년06월24일,48.41
16년06월27일,47.16
16년06월28일,48.58
16년06월29일,50.61
16년06월30일,49.68
16년07월01일,50.35
16년07월04일,50.1
16년07월05일,47.96
16년07월06일,48.8
16년07월07일,46.4
16년07월08일,46.76
16년07월11일,46.25
16년07월12일,48.47
16년07월13일,46.26
16년07월14일,47.37
16년07월15일,47.61
16년07월18일,46.96
16년07월19일,46.66
16년07월20일,47.17
16년07월21일,46.2
16년07월22일,45.69
16년07월25일,44.72
16년07월26일,44.87
16년07월27일,43.47
16년07월28일,42.7
16년07월29일,42.46
16년08월01일,42.14
16년08월02일,41.8
16년08월03일,43.1
16년08월04일,44.29
16년08월05일,44.27
16년08월08일,45.39
16년08월09일,44.98
16년08월10일,44.05
16년08월11일,46.04
16년08월12일,46.97
16년08월15일,48.35
16년08월16일,49.23
16년08월17일,49.85
16년08월18일,50.89
16년08월19일,50.88
16년08월22일,49.16
16년08월23일,49.96
16년08월24일,49.05
16년08월25일,49.67
16년08월26일,49.92
16년08월29일,49.26
16년08월30일,48.37
16년08월31일,47.04
16년09월01일,45.45
16년09월02일,46.83
16년09월05일,47.63
16년09월06일,47.26
16년09월07일,47.98
16년09월08일,49.99
16년09월09일,48.01
16년09월12일,48.32
16년09월13일,47.1
16년09월14일,45.85
16년09월15일,46.59
16년09월16일,45.77
16년09월19일,45.95
16년09월20일,45.88
16년09월21일,46.83
16년09월22일,47.65
16년09월23일,45.89
16년09월26일,47.35
16년09월27일,45.97
16년09월28일,48.69
16년09월29일,49.24
16년09월30일,49.06
16년10월03일,50.89
16년10월04일,50.87
16년10월05일,51.86
16년10월06일,52.51
16년10월07일,51.93
16년10월10일,53.14
16년10월11일,52.41
16년10월12일,51.81
16년10월13일,52.03
16년10월14일,51.95
16년10월17일,51.52
16년10월18일,51.68
16년10월19일,52.67
16년10월20일,51.38
16년10월21일,51.78
16년10월24일,51.46
16년10월25일,50.79
16년10월26일,49.98
16년10월27일,50.47
16년10월28일,49.71
16년10월31일,48.3
16년11월01일,48.14
16년11월02일,46.86
16년11월03일,46.35
16년11월04일,45.58
16년11월07일,46.15
16년11월08일,46.04
16년11월09일,46.36
16년11월10일,45.84
16년11월11일,44.75
16년11월14일,44.43
16년11월15일,46.95
16년11월16일,46.63
16년11월17일,46.49
16년11월18일,46.86
16년11월21일,48.9
16년11월22일,49.12
16년11월23일,48.95
16년11월24일,49
16년11월25일,47.24
16년11월28일,48.24
16년11월29일,46.38
16년11월30일,50.47
16년12월01일,53.94
16년12월02일,54.46
16년12월05일,54.94
16년12월06일,53.93
16년12월07일,53
16년12월08일,53.89
16년12월09일,54.33
16년12월12일,55.69
16년12월13일,55.72
16년12월14일,53.9
16년12월15일,54.02
16년12월16일,55.21
16년12월19일,54.92
16년12월20일,55.35
16년12월21일,54.46
16년12월22일,55.05
16년12월23일,55.16
16년12월27일,56.09
16년12월28일,56.22
16년12월29일,56.14
16년12월30일,56.82
17년01월03일,55.47
17년01월04일,56.46
17년01월05일,56.89
17년01월06일,57.1
17년01월09일,54.94
17년01월10일,53.64
17년01월11일,55.1
17년01월12일,56.01
17년01월13일,55.45
17년01월16일,55.86
17년01월17일,55.47
17년01월18일,53.92
17년01월19일,54.16
17년01월20일,55.49
17년01월23일,55.23
17년01월24일,55.44
17년01월25일,55.08
17년01월26일,56.24
17년01월27일,55.52
17년01월30일,55.23
17년01월31일,55.7
17년02월01일,56.8
17년02월02일,56.56
17년02월03일,56.81
17년02월06일,55.72
17년02월07일,55.05
17년02월08일,55.12
17년02월09일,55.63
17년02월10일,56.7
17년02월13일,55.59
17년02월14일,55.97
17년02월15일,55.75
17년02월16일,55.65
17년02월17일,55.81
17년02월20일,56.18
17년02월21일,56.66
17년02월22일,55.84
17년02월23일,56.58
17년02월24일,55.89
17년02월27일,55.93
17년02월28일,55.59
17년03월01일,56.36
17년03월02일,55.08
17년03월03일,55.9
17년03월06일,56.01
17년03월07일,55.92
17년03월08일,53.11
17년03월09일,52.19
17년03월10일,51.37
17년03월13일,51.35
17년03월14일,50.92
17년03월15일,51.81
17년03월16일,51.74
17년03월17일,51.76
17년03월20일,51.62
17년03월21일,50.96
17년03월22일,50.64
17년03월23일,50.56
17년03월24일,50.8
17년03월27일,50.75
17년03월28일,51.33
17년03월29일,52.42
17년03월30일,52.96
17년03월31일,52.83
17년04월03일,53.12
17년04월04일,54.17
17년04월05일,54.36
17년04월06일,54.89
17년04월07일,55.24
17년04월10일,55.98
17년04월11일,56.23
17년04월12일,55.86
17년04월13일,55.89
17년04월17일,55.36
17년04월18일,54.89
17년04월19일,52.93
17년04월20일,52.99
17년04월21일,51.96
17년04월24일,51.6
17년04월25일,52.1
17년04월26일,51.82
17년04월27일,51.44
17년04월28일,51.73
17년05월01일,51.52
17년05월02일,50.46
17년05월03일,50.79
17년05월04일,48.38
17년05월05일,49.1
17년05월08일,49.34
17년05월09일,48.73
17년05월10일,50.22
17년05월11일,50.77
17년05월12일,50.84
17년05월15일,51.82
17년05월16일,51.65
17년05월17일,52.21
17년05월18일,52.51
17년05월19일,53.61
17년05월22일,53.87
17년05월23일,54.15
17년05월24일,53.96
17년05월25일,51.46
17년05월26일,52.15
17년05월29일,52.29
17년05월30일,51.84
17년05월31일,50.31
17년06월01일,50.63
17년06월02일,49.95
17년06월05일,49.47
17년06월06일,50.12
17년06월07일,48.06
17년06월08일,47.86
17년06월09일,48.15
17년06월12일,48.29
17년06월13일,48.72
17년06월14일,47
17년06월15일,46.92
17년06월16일,47.37
17년06월19일,46.91
17년06월20일,46.02
17년06월21일,44.82
17년06월22일,45.22
17년06월23일,45.54
17년06월26일,45.83
17년06월27일,46.65
17년06월28일,47.31
17년06월29일,47.42
17년06월30일,47.92
17년07월03일,49.68
17년07월04일,49.61
17년07월05일,47.79
17년07월06일,48.11
17년07월07일,46.71
17년07월10일,46.88
17년07월11일,47.52
17년07월12일,47.74
17년07월13일,48.42
17년07월14일,48.91
17년07월17일,48.42
17년07월18일,48.84
17년07월19일,49.7
17년07월20일,49.3
17년07월21일,48.06
17년07월24일,48.6
17년07월25일,50.2
17년07월26일,50.97
17년07월27일,51.49
17년07월28일,52.52
17년07월31일,52.65
17년08월01일,51.78
17년08월02일,52.36
17년08월03일,52.01
17년08월04일,52.42
17년08월07일,52.37
17년08월08일,52.14
17년08월09일,52.7
17년08월10일,51.9
17년08월11일,52.1
17년08월14일,50.73
17년08월15일,50.8
17년08월16일,50.27
17년08월17일,51.03
17년08월18일,52.72
17년08월21일,51.66
17년08월22일,51.87
17년08월23일,52.57
17년08월24일,52.04
17년08월25일,52.41
17년08월28일,51.89
17년08월29일,52
17년08월30일,50.86
17년08월31일,52.38
17년09월01일,52.75
17년09월04일,52.34
17년09월05일,53.38
17년09월06일,54.2
17년09월07일,54.49
17년09월08일,53.78
17년09월11일,53.84
17년09월12일,54.27
17년09월13일,55.16
17년09월14일,55.47
17년09월15일,55.62
17년09월18일,55.48
17년09월19일,55.14
17년09월20일,56.29
17년09월21일,56.43
17년09월22일,56.86
17년09월25일,59.02
17년09월26일,58.44
17년09월27일,57.9
17년09월28일,57.41
17년09월29일,57.54
17년10월02일,56.12
17년10월03일,56
17년10월04일,55.8
17년10월05일,57
17년10월06일,55.62
17년10월09일,55.79
17년10월10일,56.61
17년10월11일,56.94
17년10월12일,56.25
17년10월13일,57.17
17년10월16일,57.82
17년10월17일,57.88
17년10월18일,58.15
17년10월19일,57.23
17년10월20일,57.75
17년10월23일,57.37
17년10월24일,58.33
17년10월25일,58.44
17년10월26일,59.3
17년10월27일,60.44
17년10월30일,60.9
17년10월31일,61.37
17년11월01일,60.49
17년11월02일,60.62
17년11월03일,62.07
17년11월06일,64.27
17년11월07일,63.69
17년11월08일,63.49
17년11월09일,63.93
17년11월10일,63.52
17년11월13일,63.16
17년11월14일,62.21
17년11월15일,61.87
17년11월16일,61.36
17년11월17일,62.72
17년11월20일,62.22
17년11월21일,62.57
17년11월22일,63.32
17년11월23일,63.55
17년11월24일,63.86
17년11월27일,63.84
17년11월28일,63.61
17년11월29일,63.11
17년11월30일,63.57
17년12월01일,63.73
17년12월04일,62.45
17년12월05일,62.86
17년12월06일,61.22
17년12월07일,62.2
17년12월08일,63.4
17년12월11일,64.69
17년12월12일,63.34
17년12월13일,62.44
17년12월14일,63.31
17년12월15일,63.23
17년12월18일,63.41
17년12월19일,63.8
17년12월20일,64.56
17년12월21일,64.9
17년12월22일,65.25
17년12월26일,67.02
17년12월27일,66.44
17년12월28일,66.72
17년12월29일,66.87
18년01월02일,66.57
18년01월03일,67.84
18년01월04일,68.07
18년01월05일,67.62
18년01월08일,67.78
18년01월09일,68.82
18년01월10일,69.2
18년01월11일,69.26
18년01월12일,69.87
18년01월15일,70.26
18년01월16일,69.15
18년01월17일,69.38
18년01월18일,69.31
18년01월19일,68.61
18년01월22일,69.03
18년01월23일,69.96
18년01월24일,70.53
18년01월25일,70.42
18년01월26일,70.52
18년01월29일,69.46
